train_name,model_name,experiment,feature_set,test_set,latent_dim,hidden_dim,positive_class_rate,mean_ai_probability_human,mean_ai_probability_ai,auroc_deep_dmd,auprc_deep_dmd,accuracy,balanced_accuracy,precision,recall,tpr,specificity,tnr,f1,mcc,fpr,fnr,tpr_at_fpr_1pct,tpr_at_fpr_5pct_deep_dmd,tpr_at_fpr_10pct,fpr_at_tpr_90pct,fpr_at_tpr_95pct,brier_score,expected_calibration_error,ECE,log_loss,best_model,n_features,train_source,pref,method,reference_method,reference_feature_set,auroc_reference,auprc_reference,tpr_at_fpr_5pct_reference,delta_auroc,delta_auprc,delta_tpr_at_fpr_5pct
hc3_plus,qwen25_1_5b,hc3_plus_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_spectral,hc3_plus_test,8.0,64.0,0.6052631578947368,0.23317460317460317,0.8702898550724638,0.9658976634131914,0.9786551169252876,0.8947368421052632,0.8915113871635612,0.9182389937106918,0.906832298136646,0.906832298136646,0.8761904761904762,0.8761904761904762,0.9125,0.7805334692041227,0.12380952380952381,0.09316770186335403,0.7018633540372671,0.84472049689441,0.8944099378881988,0.11428571428571428,0.2,0.07412456140350877,0.04441102756892232,0.04441102756892232,0.2448486357089817,random_forest,,hc3_plus,2,deep_dmd_best_available,cleaned_full_source_matrix_reference,cleaned_full_allfeatures_source_matrix,0.9632653061224492,0.97767497679578,0.8322981366459627,0.002632357290742182,0.000980140129507645,0.012422360248447228
hc3_plus,qwen25_1_5b,hc3_plus_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_spectral,m4_test,8.0,64.0,0.8488549618320611,0.2474747474747475,0.7383792965627499,0.9151032709186186,0.9816595207902246,0.8076335877862595,0.8341084707991183,0.972181551976574,0.7961630695443646,0.7961630695443646,0.8720538720538721,0.8720538720538721,0.8754119973632168,0.5199420824257653,0.12794612794612795,0.2038369304556355,0.23741007194244604,0.6145083932853717,0.7488009592326139,0.24579124579124578,0.40404040404040403,0.12677281877297145,0.18467345207803224,0.18467345207803224,0.39120813778072966,random_forest,,hc3_plus,2,deep_dmd_best_available,cleaned_full_source_matrix_reference,cleaned_full_allfeatures_source_matrix,0.9163891109334756,0.9822662899711012,0.6336930455635491,-0.001285840014856987,-0.000606769180876654,-0.01918465227817745
leave_out_ghostbuster,qwen25_1_5b,leave_out_ghostbuster_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_transition_plus_deep_dmd,all_samples,8.0,64.0,0.5,0.6080666666666668,0.6929777777777777,0.6894222222222223,0.6519989932126965,0.58,0.58,0.546875,0.9333333333333332,0.9333333333333332,0.2266666666666666,0.2266666666666666,0.6896551724137931,0.2261335084333227,0.7733333333333333,0.0666666666666666,0.0133333333333333,0.1133333333333333,0.2133333333333333,0.7533333333333333,0.86,0.2489064814814814,0.1505222222222222,0.1505222222222222,0.7030037473172267,random_forest,,leave_out_ghostbuster,0,deep_dmd_best_available,transition_best_available,full_plus_1_5b_and_7b_transition,0.6950666666666667,0.6592289640533262,0.0933333333333333,-0.005644444444444452,-0.007229970840629707,0.020000000000000004
leave_out_ghostbuster,qwen25_7b,leave_out_ghostbuster_qwen25_7b_seq256_ld32_hd64_lr3em04_cfgB,full_plus_transition_plus_deep_dmd,ghostbuster_test,32.0,64.0,0.5776119402985075,0.2887985865724382,0.8017743324720068,0.9192848860035976,0.945165162231122,0.8388059701492537,0.836250582080149,0.8661417322834646,0.8527131782945736,0.8527131782945736,0.8197879858657244,0.8197879858657244,0.859375,0.6707031276015331,0.1802120141342756,0.1472868217054263,0.4857881136950904,0.6925064599483204,0.7829457364341085,0.2791519434628975,0.4487632508833922,0.1137418407960198,0.0298855721393034,0.0298855721393034,0.3541006661288299,random_forest,,leave_out_ghostbuster,0,deep_dmd_best_available,transition_best_available,full_plus_1_5b_and_7b_transition,0.9195131527287004,0.9438745300109298,0.6976744186046512,-0.00022826672510278812,0.0012906322201922116,-0.0051679586563307955
leave_out_ghostbuster,qwen25_7b,leave_out_ghostbuster_qwen25_7b_seq256_ld32_hd64_lr3em04_cfgB,full_plus_deep_dmd_score,hc3_plus_test,32.0,64.0,0.6052631578947368,0.5634920634920635,0.9399999999999998,0.9533569949719018,0.9749296980191146,0.7481203007518797,0.6859213250517598,0.7117117117117117,0.9813664596273292,0.9813664596273292,0.3904761904761905,0.3904761904761905,0.825065274151436,0.4891746733335562,0.6095238095238096,0.0186335403726708,0.8074534161490683,0.84472049689441,0.8881987577639752,0.1047619047619047,0.2952380952380952,0.1522993316624895,0.1861152882205514,0.1861152882205514,0.4242082190927912,random_forest,,leave_out_ghostbuster,4,deep_dmd_best_available,transition_best_available,full_plus_1_5b_and_7b_transition,0.9536231884057972,0.9729391150253316,0.8509316770186336,-0.00026619343389533423,0.0019905829937829633,-0.006211180124223614
leave_out_ghostbuster,qwen25_1_5b,leave_out_ghostbuster_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_score,m4_test,8.0,64.0,0.8488549618320611,0.2185746352413019,0.9688209432454036,0.9943580489144038,0.9989684428605102,0.9735368956743002,0.926295327374464,0.9752941176470588,0.9940047961630696,0.9940047961630696,0.8585858585858586,0.8585858585858586,0.9845605700712587,0.8940656676569163,0.1414141414141414,0.0059952038369304,0.8884892086330936,0.9766187050359711,0.9928057553956836,0.0168350168350168,0.037037037037037,0.0214488719253604,0.032303647158609,0.032303647158609,0.0815866689741714,random_forest,,leave_out_ghostbuster,4,deep_dmd_best_available,transition_best_available,full_plus_1_5b_and_7b_transition,0.9905550307228964,0.9982405251260174,0.9562350119904076,0.0038030181915074124,0.0007279177344928778,0.020383693045563533
leave_out_hc3_plus,qwen25_1_5b,leave_out_hc3_plus_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_spectral,all_samples,8.0,64.0,0.5,0.6336222222222222,0.6841777777777778,0.6134222222222222,0.5945994424445715,0.51,0.51,0.5057471264367817,0.88,0.88,0.14,0.14,0.6423357664233577,0.02973505167250263,0.86,0.12,0.013333333333333334,0.02666666666666667,0.18,0.9,0.98,0.2721456666666667,0.18585555555555552,0.18585555555555552,0.7703292881408208,random_forest,,leave_out_hc3_plus,2,deep_dmd_best_available,cleaned_full_source_matrix_reference,cleaned_full_allfeatures_source_matrix,0.592311111111111,0.5833728650154535,0.02,0.02111111111111119,0.011226577429118034,0.006666666666666668
leave_out_hc3_plus,qwen25_1_5b,leave_out_hc3_plus_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_spectral,ghostbuster_test,8.0,64.0,0.5776119402985075,0.16487632508833924,0.9242721791559001,0.990933245678911,0.992983933393663,0.9522388059701492,0.9472612558322149,0.9404466501240695,0.979328165374677,0.979328165374677,0.9151943462897526,0.9151943462897526,0.959493670886076,0.9024680198883734,0.08480565371024736,0.020671834625323,0.7648578811369509,0.9534883720930233,0.979328165374677,0.024734982332155476,0.045936395759717315,0.0413350912106136,0.057452736318407936,0.057452736318407936,0.15289087198226795,random_forest,,leave_out_hc3_plus,2,deep_dmd_best_available,cleaned_full_source_matrix_reference,cleaned_full_allfeatures_source_matrix,0.9905314962427296,0.9923753904732616,0.9560723514211886,0.0004017494361813201,0.0006085429204013559,-0.0025839793281653423
leave_out_hc3_plus,qwen25_1_5b,leave_out_hc3_plus_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_spectral,hc3_plus_test,8.0,64.0,0.6052631578947368,0.676063492063492,0.9567494824016565,0.9475007394262053,0.9691292084409828,0.6578947368421053,0.5666666666666667,0.6388888888888888,1.0,1.0,0.13333333333333333,0.13333333333333333,0.7796610169491526,0.29186501192363773,0.8666666666666667,0.0,0.6521739130434783,0.7888198757763976,0.84472049689441,0.13333333333333333,0.2571428571428571,0.1988063909774436,0.24068922305764412,0.24068922305764412,0.5559136149557699,random_forest,,leave_out_hc3_plus,2,deep_dmd_best_available,cleaned_full_source_matrix_reference,cleaned_full_allfeatures_source_matrix,0.9535048802129548,0.97277021190388,0.7950310559006211,-0.00600414078674949,-0.0036410034628971966,-0.006211180124223503
leave_out_hc3_plus,qwen25_1_5b,leave_out_hc3_plus_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_spectral,m4_test,8.0,64.0,0.8488549618320611,0.2372615039281706,0.9623840927258194,0.991923632810923,0.9985101757850197,0.9674300254452927,0.9199307220889954,0.9739952718676123,0.988009592326139,0.988009592326139,0.8518518518518519,0.8518518518518519,0.9809523809523809,0.8697659252491312,0.14814814814814814,0.011990407673860911,0.8339328537170264,0.9784172661870504,0.9862110311750599,0.02356902356902357,0.037037037037037035,0.025022239185750635,0.035540288379983014,0.035540288379983014,0.09357454168359934,random_forest,,leave_out_hc3_plus,2,deep_dmd_best_available,cleaned_full_source_matrix_reference,cleaned_full_allfeatures_source_matrix,0.9919407908017022,0.9985070572353344,0.9730215827338128,-1.7157990779170795e-05,3.1185496852659256e-06,0.005395683453237599
leave_out_m4,qwen25_1_5b,leave_out_m4_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,deep_dmd_score_only,all_samples,8.0,64.0,0.5033557046979866,0.0544768957954295,0.05209732524463713,0.4843243243243244,0.4917507867756495,0.5,0.5032882882882883,0.6666666666666666,0.013333333333333334,0.013333333333333334,0.9932432432432432,0.9932432432432432,0.026143790849673203,0.03293856943062034,0.006756756756756757,0.9866666666666667,0.013333333333333334,0.04666666666666667,0.06666666666666667,0.8243243243243243,0.9324324324324325,0.4654400569753408,0.4559315699723738,0.4559315699723738,2.1099898237349555,,,leave_out_m4,6,deep_dmd_best_available,cleaned_full_source_matrix_reference,cleaned_full_allfeatures_source_matrix,0.4035777777777777,0.448311922532198,0.04,0.08074654654654667,0.0434388642434515,0.006666666666666668
leave_out_m4,qwen25_1_5b,leave_out_m4_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_spectral,ghostbuster_test,8.0,64.0,0.5776119402985075,0.09020023557126032,0.9287510766580535,0.9975438500378923,0.9982928162756096,0.9731343283582089,0.9724710329525844,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9681978798586572,0.9681978798586572,0.9767441860465116,0.9449420659051688,0.03180212014134275,0.023255813953488372,0.9560723514211886,0.9896640826873385,0.9922480620155039,0.0,0.007067137809187279,0.024200995024875622,0.050218905472636896,0.050218905472636896,0.09811746565316953,random_forest,,leave_out_m4,2,deep_dmd_best_available,cleaned_full_source_matrix_reference,cleaned_full_allfeatures_source_matrix,0.9976579834004438,0.9983885480789224,0.992248062015504,-0.00011413336255150508,-9.573180331279296e-05,-0.0025839793281654533
leave_out_m4,qwen25_1_5b,leave_out_m4_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_spectral,hc3_plus_test,8.0,64.0,0.6052631578947368,0.25022222222222223,0.8459627329192547,0.95125702454895,0.9711280206500553,0.8909774436090225,0.8850931677018633,0.9074074074074074,0.9130434782608695,0.9130434782608695,0.8571428571428571,0.8571428571428571,0.9102167182662538,0.771488079015756,0.14285714285714285,0.08695652173913043,0.6645962732919255,0.8260869565217391,0.8509316770186336,0.11428571428571428,0.29523809523809524,0.08706056808688388,0.06092731829573932,0.06092731829573932,0.27736819369876237,random_forest,,leave_out_m4,2,deep_dmd_best_available,cleaned_full_source_matrix_reference,cleaned_full_allfeatures_source_matrix,0.9506654835847383,0.9707630347015864,0.8260869565217391,0.0005915409642116565,0.00036498594846889887,0.0
leave_out_m4,qwen25_1_5b,leave_out_m4_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_spectral,m4_test,8.0,64.0,0.8488549618320611,0.25980920314253647,0.7491446842525978,0.8875798351218014,0.9771536419348421,0.8,0.7908673061550759,0.9530916844349681,0.8039568345323741,0.8039568345323741,0.7777777777777778,0.7777777777777778,0.8721951219512195,0.462101101822195,0.2222222222222222,0.1960431654676259,0.38189448441247004,0.6031175059952039,0.6618705035971223,0.37037037037037035,0.4781144781144781,0.13908053717839977,0.17367090754877013,0.17367090754877013,0.4241969670766235,random_forest,,leave_out_m4,2,deep_dmd_best_available,cleaned_full_source_matrix_reference,cleaned_full_allfeatures_source_matrix,0.886458509959709,0.9769421161436622,0.6037170263788969,0.0011213251620924014,0.00021152579117988957,-0.0005995203836930418
m4,qwen25_1_5b+qwen25_7b,m4_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC__m4_qwen25_7b_seq256_ld32_hd64_lr3em04_cfgB,full_plus_deep_dmd_1_5b_7b,all_samples,,,0.5,0.9054666666666666,0.932,0.6707555555555555,0.6485408614366878,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.02,0.0666666666666666,0.2266666666666666,0.82,0.9333333333333332,0.4149361481481481,0.4187333333333334,0.4187333333333334,1.317321556350206,random_forest,336.0,m4,3,deep_dmd_best_available,transition_best_available,full_plus_1_5b_and_7b_transition,0.5898444444444445,0.602844726619542,0.1066666666666666,0.08091111111111104,0.04569613481714574,-0.04000000000000001
m4,qwen25_1_5b,m4_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_transition_plus_deep_dmd,ghostbuster_test,8.0,64.0,0.5776119402985075,0.3006713780918728,0.7986046511627907,0.9029546844897326,0.930798404886504,0.8238805970149253,0.8200071219218232,0.8493506493506493,0.8449612403100775,0.8449612403100775,0.7950530035335689,0.7950530035335689,0.8471502590673575,0.639419011910873,0.2049469964664311,0.1550387596899224,0.3953488372093023,0.5788113695090439,0.7157622739018088,0.3003533568904594,0.4805653710247349,0.1246894361525704,0.0365621890547263,0.0365621890547263,0.3867870368121784,random_forest,,m4,0,deep_dmd_best_available,transition_best_available,full_plus_1_5b_and_7b_transition,0.9061367226376678,0.9316395020766578,0.6227390180878553,-0.0031820381479351623,-0.0008410971901537945,-0.043927648578811374
m4,qwen25_1_5b,m4_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_score,hc3_plus_test,8.0,64.0,0.6052631578947368,0.8798412698412698,0.9878674948240168,0.9498077491866312,0.965765772446759,0.6165413533834586,0.5142857142857142,0.6121673003802282,1.0,1.0,0.0285714285714285,0.0285714285714285,0.7594339622641509,0.1322516324911641,0.9714285714285714,0.0,0.5590062111801242,0.6583850931677019,0.8074534161490683,0.1523809523809524,0.1904761904761904,0.3132318713450292,0.3399624060150373,0.3399624060150373,1.0054645343346709,random_forest,,m4,4,deep_dmd_best_available,transition_best_available,full_plus_1_5b_and_7b_transition,0.9031351671103224,0.9313229941119472,0.6521739130434783,0.046672582076308866,0.0344427783348118,0.006211180124223614
m4,qwen25_1_5b,m4_qwen25_1_5b_seq256_ld8_hd64_lr1em03_cfgC,full_plus_deep_dmd_score,m4_test,8.0,64.0,0.8488549618320611,0.2149719416386083,0.9747841726618706,0.994937383426592,0.9990776579633256,0.9725190839694656,0.927079548482426,0.9758254716981132,0.9922062350119903,0.9922062350119903,0.8619528619528619,0.8619528619528619,0.983947681331748,0.8900736708471798,0.138047138047138,0.0077937649880095,0.8896882494004796,0.9784172661870504,0.9922062350119903,0.0134680134680134,0.0269360269360269,0.0206494656488549,0.0250076335877861,0.0250076335877861,0.0766233250538435,random_forest,,m4,4,deep_dmd_best_available,transition_best_available,full_plus_1_5b_and_7b_transition,0.9930378929179888,0.9987502479488636,0.9694244604316546,0.0018994905086031633,0.0003274100144620151,0.008992805755395739
